363306;0;310
412222;0;105
400413;0;218
353668;0;237
343237;0;42
413634;0;324
394800;0;267
2147483647;342292;544
360003;0;642
373448;0;73
380359;0;274
2147483647;410404;202
360451;0;33
366815;0;130
362186;0;130
2147483647;352899;59
330449;0;55
362318;0;125
2147483647;381339;78
360439;0;22
452406;0;198
375938;0;52
370871;0;187
341821;0;12
378157;0;199
379212;0;81
378629;0;88
2147483647;332108;180
314924;0;84
2147483647;369319;63
357745;0;103
386070;0;54
325873;0;65
386468;0;69
387505;0;252
388829;0;411
376006;0;149
338001;0;61
2147483647;321307;85
355131;0;189
2147483647;415606;216
2147483647;400619;415
406642;0;38
2147483647;415497;138
2147483647;338259;54
340004;0;143
2147483647;459828;606
370130;0;162
390558;0;200
345551;0;132
2147483647;381432;109
368653;0;362
2147483647;373830;162
417918;0;75
358772;0;21
395342;0;172
365004;0;63
415590;0;143
451297;0;173
333635;0;111
382970;0;22
305774;0;36
2147483647;377922;230
2147483647;395832;215
376979;0;85
359879;0;60
2147483647;363098;395
340272;0;262
339099;0;100
393490;0;47
383741;0;72
340391;0;78
381827;0;61
355975;0;242
395300;0;72
351471;0;107
404091;0;201
2147483647;435983;115
376136;0;63
383175;0;264
357932;0;18
437033;0;59
299962;0;40
378534;0;45
339157;0;76
395886;0;137
398184;0;47
404229;0;282
373021;0;91
446503;0;93
376783;0;225
389224;0;205
332119;0;159
383999;0;62
373505;0;85
380997;0;237
384157;0;127
360959;0;31
394678;0;87
2147483647;349834;336
428164;0;169
2147483647;399126;259
374608;0;57
374000;0;46
350992;0;10
2147483647;385578;415
2147483647;367335;99
426646;0;253
2147483647;373012;93
397328;0;199
356168;0;108
340510;0;87
376122;0;31
382902;0;447
357689;0;182
414293;0;140
353287;0;162
2147483647;321128;120
390987;0;184
386702;0;116
403867;0;91
346446;0;207
2147483647;356776;89
2147483647;417414;340
392145;0;329
2147483647;389767;126
2147483647;349287;117
351396;0;262
2147483647;398787;132
360374;0;52
376661;0;184
377489;0;179
378591;0;85
349440;0;237
365555;0;250
427315;0;62
384555;0;75
379614;0;42
393669;0;63
357796;0;48
317509;0;8
378246;0;92
427835;0;154
2147483647;407049;328
389804;0;86
2147483647;335220;123
396815;0;51
412053;0;234
338104;0;68
413181;0;120
395840;0;355
364029;0;81
2147483647;369189;62
378937;0;126
2147483647;387122;104
418471;0;127
364871;0;272
390222;0;273
2147483647;394922;87
334738;0;162
354832;0;99
2147483647;386804;332
2147483647;405710;157
361078;0;25
402134;0;76
2147483647;350048;133
338717;0;58
422843;0;75
397146;0;228
362925;0;118
2147483647;387187;218
2147483647;397351;204
336738;0;142
434428;0;119
381696;0;70
2147483647;408288;227
355984;0;268
406484;0;274
359311;0;351
426860;0;177
404028;0;269
390626;0;323
342698;0;105
360894;0;171
386975;0;270
369754;0;77
